"","user_id","signup_date","platform","acquisition_channel","play_score","retention_score","spend_score","level","play_time_min","login_prob","purcahse_prob","login_flag","n_sessions","session_id","session_nm","day_since_signup","session_hour","session_minute","session_start","session_date","session_play_time","total_play_time","session_day_offset","session_num"
"4305","U02945",2026-04-13,"android","event",-1.0261503558846,1.73520146223078,1.66879617406372,2,30,0.999114333811063,0.0757082739750459,1,2,"S004305",2,-18562,17,5,2026-04-13 17:05:00,2026-04-13,7,30,0,2
"4306","U02946",2026-04-15,"ios","organic",0.298512062232521,1.4647328586215,-0.701258093143502,9,25,0.999864544648686,0.111981782775813,1,1,"S004306",1,-18564,12,49,2026-04-15 12:49:00,2026-04-15,25,25,0,1
"4307","U02947",2026-04-27,"android","ad",0.42475489095801,-0.302504779307755,1.03891669831957,1,36,0.999763264892561,0.959894975089528,1,1,"S004307",1,-18576,10,25,2026-04-27 10:25:00,2026-04-27,36,36,0,1
"4308","U02948",2026-03-28,"android","ad",-0.446675054923042,-0.779517537520931,0.598882601117589,12,21,0.979704635584998,0.994242991862387,1,2,"S004309",2,-18546,12,24,2026-03-28 12:24:00,2026-03-28,14,21,0,1
"4309","U02948",2026-03-28,"android","ad",-0.446675054923042,-0.779517537520931,0.598882601117589,12,21,0.979704635584998,0.994242991862387,1,2,"S004308",1,-18546,19,36,2026-03-28 19:36:00,2026-03-28,7,21,0,2
"4310","U02949",2026-04-03,"android","organic",-0.419563638322495,0.12938288522537,-0.647153872741401,21,26,0.999942637085534,0.0939586502408725,1,1,"S004310",1,-18552,9,23,2026-04-03 09:23:00,2026-04-03,26,26,0,1
"4311","U02950",2026-04-07,"ios","organic",-1.13869665372016,-1.19264120100359,-0.751297833660263,6,5,0.999893524231761,0.350815173117765,1,1,"S004311",1,-18556,11,42,2026-04-07 11:42:00,2026-04-07,5,5,0,1
"4312","U02951",2026-04-05,"android","ad",0.100373246531619,-1.89063740305884,-0.657296440216414,24,18,0.90960893731538,0.999248481218517,1,1,"S004312",1,-18554,18,4,2026-04-05 18:04:00,2026-04-05,18,18,0,1
"4313","U02952",2026-03-28,"android","organic",0.745975571042059,0.792308081436932,-0.636942394196006,26,40,0.996632908172347,0.999253862445564,1,2,"S004314",2,-18546,13,52,2026-03-28 13:52:00,2026-03-28,12,40,0,1
"4314","U02952",2026-03-28,"android","organic",0.745975571042059,0.792308081436932,-0.636942394196006,26,40,0.996632908172347,0.999253862445564,1,2,"S004313",1,-18546,18,54,2026-03-28 18:54:00,2026-03-28,28,40,0,2
"4315","U02953",2026-03-29,"ios","event",-1.19710574721195,0.268338093023166,-0.564318794843341,6,18,0.932495423955873,0.106353236657345,1,1,"S004315",1,-18547,10,57,2026-03-29 10:57:00,2026-03-29,18,18,0,1
"4316","U02954",2026-04-22,"ios","referral",-1.52118589448534,1.55123083352305,1.53748976053494,0,8,0.994275521551285,0.387413439435029,1,1,"S004316",1,-18571,19,16,2026-04-22 19:16:00,2026-04-22,8,8,0,1
"4317","U02955",2026-03-28,"android","ad",-0.694962566396093,-1.07304968609669,1.35604121114207,13,19,0.999766625025225,0.46729844841653,1,1,"S004317",1,-18546,20,53,2026-03-28 20:53:00,2026-03-28,19,19,0,1
"4318","U02956",2026-04-19,"android","ad",-0.649677764352041,-0.630875553245391,-0.109780650430817,3,30,0.989639037555365,0.0866406524495628,1,1,"S004318",1,-18568,22,33,2026-04-19 22:33:00,2026-04-19,30,30,0,1
"4319","U02957",2026-04-11,"ios","ad",1.6659961882485,2.20742295028708,-0.37186337801274,21,46,0.999010167460415,0.697038696440231,1,2,"S004319",1,-18560,12,28,2026-04-11 12:28:00,2026-04-11,14,46,0,1
"4320","U02957",2026-04-11,"ios","ad",1.6659961882485,2.20742295028708,-0.37186337801274,21,46,0.999010167460415,0.697038696440231,1,2,"S004320",2,-18560,21,46,2026-04-11 21:46:00,2026-04-11,32,46,0,2
"4321","U02958",2026-04-25,"ios","organic",0.69936648589046,0.235913924658046,-0.250307554936695,3,20,0.998211720476328,0.72609138765474,1,1,"S004321",1,-18574,14,20,2026-04-25 14:20:00,2026-04-25,20,20,0,1
"4322","U02959",2026-04-25,"android","organic",-0.193453577315056,0.629811290944547,-1.36001028604654,1,35,0.999795593224402,0.999329173217429,1,1,"S004322",1,-18574,20,37,2026-04-25 20:37:00,2026-04-25,35,35,0,1
"4323","U02960",2026-04-05,"ios","ad",0.964190783673874,0.34616992692808,-1.55000749420771,28,36,0.871715212001022,0.9958916118603,1,1,"S004323",1,-18554,14,27,2026-04-05 14:27:00,2026-04-05,36,36,0,1
"4324","U02961",2026-04-14,"ios","organic",1.63990374820275,0.443936791860044,0.426724725806737,14,41,0.901987914277072,0.830771280011742,1,1,"S004324",1,-18563,17,38,2026-04-14 17:38:00,2026-04-14,41,41,0,1
"4325","U02962",2026-04-14,"ios","event",-1.63022674641648,-0.900081690029193,0.81929104029764,8,15,0.999817077299445,0.729363363383986,1,1,"S004325",1,-18563,16,3,2026-04-14 16:03:00,2026-04-14,15,15,0,1
"4326","U02963",2026-03-30,"ios","organic",0.451014514363778,-1.87660192577889,-0.298994189894402,33,29,0.999992865574393,0.995947662288026,1,2,"S004326",1,-18548,20,54,2026-03-30 20:54:00,2026-03-30,11,29,0,1
"4327","U02963",2026-03-30,"ios","organic",0.451014514363778,-1.87660192577889,-0.298994189894402,33,29,0.999992865574393,0.995947662288026,1,2,"S004327",2,-18548,21,30,2026-03-30 21:30:00,2026-03-30,18,29,0,2
"4328","U02964",2026-04-08,"android","organic",-1.20485681318846,-1.21201906581296,-1.17080935104936,5,34,0.942827930551017,0.999226631213922,1,1,"S004328",1,-18557,14,20,2026-04-08 14:20:00,2026-04-08,34,34,0,1
"4329","U02965",2026-04-07,"android","referral",0.450155063925215,0.498876432760032,-0.328848663353263,9,34,0.999979874166104,0.995472948793471,1,2,"S004329",1,-18556,10,47,2026-04-07 10:47:00,2026-04-07,20,34,0,1
"4330","U02965",2026-04-07,"android","referral",0.450155063925215,0.498876432760032,-0.328848663353263,9,34,0.999979874166104,0.995472948793471,1,2,"S004330",2,-18556,13,27,2026-04-07 13:27:00,2026-04-07,14,34,0,2
"4331","U02966",2026-03-30,"android","ad",-0.904484669509795,1.64402254158639,-2.47528861557208,13,23,0.99992297722592,0.996774902290477,1,1,"S004331",1,-18548,23,41,2026-03-30 23:41:00,2026-03-30,23,23,0,1
"4332","U02967",2026-03-30,"android","event",0.641320375995476,0.439520160002966,1.03456897151425,33,47,0.996587843860344,0.39494586285196,1,2,"S004332",1,-18548,10,15,2026-03-30 10:15:00,2026-03-30,26,47,0,1
"4333","U02967",2026-03-30,"android","event",0.641320375995476,0.439520160002966,1.03456897151425,33,47,0.996587843860344,0.39494586285196,1,2,"S004333",2,-18548,18,57,2026-03-30 18:57:00,2026-03-30,21,47,0,2
"4334","U02968",2026-04-02,"android","organic",-0.0398921742063977,0.29121299543984,-0.735456693097376,19,5,0.999948885097723,0.999290316574678,1,1,"S004334",1,-18551,19,7,2026-04-02 19:07:00,2026-04-02,5,5,0,1
"4335","U02969",2026-03-30,"ios","ad",-0.451858818653853,0.546663195794172,1.00055741371884,10,30,0.994924165362639,0.281494083061396,1,2,"S004335",1,-18548,10,58,2026-03-30 10:58:00,2026-03-30,22,30,0,1
"4336","U02969",2026-03-30,"ios","ad",-0.451858818653853,0.546663195794172,1.00055741371884,10,30,0.994924165362639,0.281494083061396,1,2,"S004336",2,-18548,22,14,2026-03-30 22:14:00,2026-03-30,8,30,0,2
"4337","U02970",2026-04-18,"android","referral",1.68515176507952,1.82955576821073,2.07324245423229,15,57,0.999736114501589,0.714129431036198,1,3,"S004338",2,-18567,9,3,2026-04-18 09:03:00,2026-04-18,12,57,0,1
"4338","U02970",2026-04-18,"android","referral",1.68515176507952,1.82955576821073,2.07324245423229,15,57,0.999736114501589,0.714129431036198,1,3,"S004339",3,-18567,11,53,2026-04-18 11:53:00,2026-04-18,23,57,0,2
"4339","U02970",2026-04-18,"android","referral",1.68515176507952,1.82955576821073,2.07324245423229,15,57,0.999736114501589,0.714129431036198,1,3,"S004337",1,-18567,19,9,2026-04-18 19:09:00,2026-04-18,22,57,0,3
"4340","U02971",2026-04-07,"android","organic",-0.569038659812943,0.507241341809144,2.05105814945886,18,25,0.999734742346222,0.998854019893705,1,3,"S004342",3,-18556,12,55,2026-04-07 12:55:00,2026-04-07,11,25,0,1
"4341","U02971",2026-04-07,"android","organic",-0.569038659812943,0.507241341809144,2.05105814945886,18,25,0.999734742346222,0.998854019893705,1,3,"S004340",1,-18556,17,51,2026-04-07 17:51:00,2026-04-07,13,25,0,2
"4342","U02971",2026-04-07,"android","organic",-0.569038659812943,0.507241341809144,2.05105814945886,18,25,0.999734742346222,0.998854019893705,1,3,"S004341",2,-18556,20,27,2026-04-07 20:27:00,2026-04-07,3,25,0,3
"4343","U02972",2026-04-23,"android","event",-0.290687123693134,-0.704820563568624,0.18285292466532,2,30,0.999980665224554,0.998646908919744,1,1,"S004343",1,-18572,10,28,2026-04-23 10:28:00,2026-04-23,30,30,0,1
"4344","U02973",2026-04-10,"android","organic",1.36808581589459,-0.602684076635537,0.527011845226418,10,67,0.998387717586743,0.847916580295322,1,2,"S004344",1,-18559,11,41,2026-04-10 11:41:00,2026-04-10,20,67,0,1
"4345","U02973",2026-04-10,"android","organic",1.36808581589459,-0.602684076635537,0.527011845226418,10,67,0.998387717586743,0.847916580295322,1,2,"S004345",2,-18559,13,36,2026-04-10 13:36:00,2026-04-10,47,67,0,2
"4346","U02974",2026-04-10,"ios","organic",0.758500054961466,0.266691393443239,0.574663410890744,19,41,0.950772705629491,0.995713378394265,1,2,"S004346",1,-18559,21,15,2026-04-10 21:15:00,2026-04-10,13,41,0,1
"4347","U02974",2026-04-10,"ios","organic",0.758500054961466,0.266691393443239,0.574663410890744,19,41,0.950772705629491,0.995713378394265,1,2,"S004347",2,-18559,23,53,2026-04-10 23:53:00,2026-04-10,28,41,0,2
"4348","U02975",2026-04-10,"android","event",-0.529496163974921,-0.733738933290468,1.0846476274634,12,26,0.999416523039716,0.998203570809616,1,1,"S004348",1,-18559,20,54,2026-04-10 20:54:00,2026-04-10,26,26,0,1
"4349","U02976",2026-04-19,"android","ad",-2.04753939067661,0.399739809229205,0.0200853265870051,2,18,0.954203736137925,0.848166871050749,1,1,"S004349",1,-18568,11,33,2026-04-19 11:33:00,2026-04-19,18,18,0,1
"4350","U02977",2026-04-02,"android","organic",0.106330330538537,-0.319103303729013,0.153600119022162,14,31,0.918367634303365,0.999696570136348,1,2,"S004351",2,-18551,13,16,2026-04-02 13:16:00,2026-04-02,26,31,0,1
"4351","U02977",2026-04-02,"android","organic",0.106330330538537,-0.319103303729013,0.153600119022162,14,31,0.918367634303365,0.999696570136348,1,2,"S004350",1,-18551,22,34,2026-04-02 22:34:00,2026-04-02,5,31,0,2
"4352","U02978",2026-04-06,"ios","organic",0.264593362075269,0.74819147263986,-0.415593727012156,18,30,0.999397810228109,0.110016309128015,1,2,"S004353",2,-18555,11,25,2026-04-06 11:25:00,2026-04-06,7,30,0,1
"4353","U02978",2026-04-06,"ios","organic",0.264593362075269,0.74819147263986,-0.415593727012156,18,30,0.999397810228109,0.110016309128015,1,2,"S004352",1,-18555,17,3,2026-04-06 17:03:00,2026-04-06,23,30,0,2
"4354","U02979",2026-04-13,"android","organic",0.273986962871776,0.803168796725842,-1.07164615769124,15,33,0.997536118443805,0.982403746947035,1,3,"S004356",3,-18562,15,0,2026-04-13 15:00:00,2026-04-13,21,33,0,1
"4355","U02979",2026-04-13,"android","organic",0.273986962871776,0.803168796725842,-1.07164615769124,15,33,0.997536118443805,0.982403746947035,1,3,"S004355",2,-18562,18,36,2026-04-13 18:36:00,2026-04-13,8,33,0,2
"4356","U02979",2026-04-13,"android","organic",0.273986962871776,0.803168796725842,-1.07164615769124,15,33,0.997536118443805,0.982403746947035,1,3,"S004354",1,-18562,23,48,2026-04-13 23:48:00,2026-04-13,4,33,0,3
"4357","U02980",2026-04-08,"android","referral",-2.08410058204364,-1.60101651394475,3.38853499036249,6,5,0.999346570399733,0.106218582104903,1,1,"S004357",1,-18557,16,30,2026-04-08 16:30:00,2026-04-08,5,5,0,1
"4358","U02981",2026-04-19,"ios","ad",0.679700185878581,-0.673529875425403,-0.00967600325212288,5,31,0.998521925697788,0.998683554386106,1,2,"S004359",2,-18568,12,48,2026-04-19 12:48:00,2026-04-19,15,31,0,1
"4359","U02981",2026-04-19,"ios","ad",0.679700185878581,-0.673529875425403,-0.00967600325212288,5,31,0.998521925697788,0.998683554386106,1,2,"S004358",1,-18568,21,3,2026-04-19 21:03:00,2026-04-19,16,31,0,2
"4360","U02982",2026-04-18,"ios","organic",-1.25299875056744,-0.889656358628459,0.13521237222193,7,5,0.531273807140131,0.983562119419403,1,1,"S004360",1,-18567,10,17,2026-04-18 10:17:00,2026-04-18,5,5,0,1
"4361","U02983",2026-04-06,"android","organic",-0.154566471179591,0.923796562629454,1.05560371688552,14,29,0.991255276662609,0.9988900408253,1,1,"S004361",1,-18555,10,40,2026-04-06 10:40:00,2026-04-06,29,29,0,1
"4362","U02984",2026-04-06,"android","referral",-1.32900822329676,0.307110096987456,1.04516622387869,6,10,0.99086616521711,0.844289043365725,1,1,"S004362",1,-18555,23,56,2026-04-06 23:56:00,2026-04-06,10,10,0,1
"4363","U02985",2026-04-25,"android","event",0.570811810174043,-0.0660806995597356,1.19790921779383,3,39,0.999877701288747,0.0877032368170496,1,1,"S004363",1,-18574,12,11,2026-04-25 12:11:00,2026-04-25,39,39,0,1
"4364","U02986",2026-04-19,"android","ad",-0.128603092478645,0.00732294654637167,0.297522617486662,2,27,0.999868367535978,0.421881238693502,1,2,"S004364",1,-18568,17,43,2026-04-19 17:43:00,2026-04-19,25,27,0,1
"4365","U02986",2026-04-19,"android","ad",-0.128603092478645,0.00732294654637167,0.297522617486662,2,27,0.999868367535978,0.421881238693502,1,2,"S004365",2,-18568,22,23,2026-04-19 22:23:00,2026-04-19,3,27,0,2
"4366","U02987",2026-04-08,"android","ad",1.14213056591284,-0.87195888444181,1.06206381108716,14,41,0.999914896848189,0.285206939105631,1,1,"S004366",1,-18557,21,55,2026-04-08 21:55:00,2026-04-08,41,41,0,1
"4367","U02988",2026-04-01,"android","event",-0.0692088370180103,-0.486225489168588,1.37159960220986,23,5,0.974002064496245,0.113534649453599,1,3,"S004369",3,-18550,19,21,2026-04-01 19:21:00,2026-04-01,3,9,0,1
"4368","U02988",2026-04-01,"android","event",-0.0692088370180103,-0.486225489168588,1.37159960220986,23,5,0.974002064496245,0.113534649453599,1,3,"S004367",1,-18550,21,57,2026-04-01 21:57:00,2026-04-01,3,9,0,2
"4369","U02988",2026-04-01,"android","event",-0.0692088370180103,-0.486225489168588,1.37159960220986,23,5,0.974002064496245,0.113534649453599,1,3,"S004368",2,-18550,22,28,2026-04-01 22:28:00,2026-04-01,5,9,0,3
"4370","U02989",2026-04-05,"android","referral",-0.804603298785352,-0.0975517048239904,-1.79999463407704,16,38,0.999976008943316,0.987304335708047,1,1,"S004370",1,-18554,23,4,2026-04-05 23:04:00,2026-04-05,38,38,0,1
"4371","U02990",2026-04-14,"android","event",-0.57135314143246,-0.92643607753778,0.464700079912298,11,28,0.995949387538352,0.992766842480083,1,1,"S004371",1,-18563,12,46,2026-04-14 12:46:00,2026-04-14,28,28,0,1
"4372","U02991",2026-03-29,"android","event",-0.741598909726213,1.21614928855126,0.647339759771166,16,5,0.999784573617379,0.470458098816978,1,1,"S004372",1,-18547,21,47,2026-03-29 21:47:00,2026-03-29,5,5,0,1
"4373","U02992",2026-04-24,"android","ad",1.23740178164883,-0.0329204429282709,1.22582434286705,6,37,0.974628982003052,0.924927513866462,1,1,"S004373",1,-18573,13,43,2026-04-24 13:43:00,2026-04-24,37,37,0,1
"4374","U02994",2026-04-06,"android","event",-0.610084142611013,-1.01239138733711,-2.14559449516046,8,27,0.998536424924154,0.987106390442879,1,1,"S004374",1,-18555,23,36,2026-04-06 23:36:00,2026-04-06,27,27,0,1
"4375","U02995",2026-04-04,"android","organic",1.04374020607843,-1.1250109082896,0.523622146090956,23,49,0.999746939090356,0.995834990957176,1,1,"S004375",1,-18553,14,57,2026-04-04 14:57:00,2026-04-04,49,49,0,1
"4376","U02996",2026-04-09,"android","event",0.00382410066818659,0.450879008343316,-0.660106430786456,14,20,0.986128450921751,0.831709252819304,1,1,"S004376",1,-18558,12,16,2026-04-09 12:16:00,2026-04-09,20,20,0,1
"4377","U02997",2026-04-27,"android","ad",1.49785925242561,0.352116933430106,0.24898368945882,4,59,0.999103567019485,0.687572684328107,1,1,"S004377",1,-18576,18,18,2026-04-27 18:18:00,2026-04-27,59,59,0,1
"4378","U02998",2026-04-20,"android","organic",0.566850413170348,-1.33299834071271,0.662929040919419,5,52,0.993530110249187,0.963789705475014,1,2,"S004379",2,-18569,8,14,2026-04-20 08:14:00,2026-04-20,31,52,0,1
"4379","U02998",2026-04-20,"android","organic",0.566850413170348,-1.33299834071271,0.662929040919419,5,52,0.993530110249187,0.963789705475014,1,2,"S004378",1,-18569,11,5,2026-04-20 11:05:00,2026-04-20,21,52,0,2
"4380","U02999",2026-04-01,"android","organic",-0.690005260691817,-0.65141190932602,1.25940746700514,21,10,0.993342959073486,0.999286484610317,1,1,"S004380",1,-18550,22,39,2026-04-01 22:39:00,2026-04-01,10,10,0,1
"4381","U03000",2026-04-07,"android","organic",0.435930904579821,-1.19054179460868,-0.300661225211702,25,32,0.997298929559255,0.0827965617731452,1,2,"S004381",1,-18556,11,14,2026-04-07 11:14:00,2026-04-07,23,32,0,1
"4382","U03000",2026-04-07,"android","organic",0.435930904579821,-1.19054179460868,-0.300661225211702,25,32,0.997298929559255,0.0827965617731452,1,2,"S004382",2,-18556,23,13,2026-04-07 23:13:00,2026-04-07,9,32,0,2
"4383","U03001",2026-04-24,"android","ad",0.599508441066353,-0.254343649134708,-0.0318003880253445,4,30,0.949024808215026,0.931737767319696,1,2,"S004384",2,-18573,17,48,2026-04-24 17:48:00,2026-04-24,24,30,0,1
"4384","U03001",2026-04-24,"android","ad",0.599508441066353,-0.254343649134708,-0.0318003880253445,4,30,0.949024808215026,0.931737767319696,1,2,"S004383",1,-18573,19,53,2026-04-24 19:53:00,2026-04-24,6,30,0,2
"4385","U03003",2026-04-02,"ios","referral",-0.943739827179689,-0.473216828157256,-0.266124427213585,7,27,0.999991502275178,0.158714455487263,1,1,"S004385",1,-18551,21,29,2026-04-02 21:29:00,2026-04-02,27,27,0,1
"4386","U03004",2026-04-27,"android","ad",-0.00351843264787235,-0.271256123929462,-2.1774336247375,0,15,0.997963209614312,0.995552039449239,1,1,"S004386",1,-18576,21,53,2026-04-27 21:53:00,2026-04-27,15,15,0,1
"4387","U03005",2026-04-27,"android","referral",-0.421076086984089,1.65295209090652,0.350569295264361,0,45,0.999990928924972,0.998431387539372,1,1,"S004387",1,-18576,19,27,2026-04-27 19:27:00,2026-04-27,45,45,0,1
"4388","U03006",2026-04-26,"android","ad",-1.54166325104888,-1.42279060889614,1.1409836802949,0,5,0.932107842422491,0.998977380180148,1,2,"S004388",1,-18575,16,54,2026-04-26 16:54:00,2026-04-26,3,6,0,1
"4389","U03006",2026-04-26,"android","ad",-1.54166325104888,-1.42279060889614,1.1409836802949,0,5,0.932107842422491,0.998977380180148,1,2,"S004389",2,-18575,22,54,2026-04-26 22:54:00,2026-04-26,4,6,0,2
"4390","U03007",2026-04-13,"android","ad",-0.668895199547771,0.0848904357795125,0.0781834933149248,7,12,0.991003756330248,0.159550965207327,1,1,"S004390",1,-18562,10,35,2026-04-13 10:35:00,2026-04-13,12,12,0,1
"4391","U03008",2026-04-24,"ios","organic",-0.385941605400085,-1.24155057738756,0.220808564779463,2,24,0.960527833123355,0.497711989227057,1,1,"S004391",1,-18573,23,46,2026-04-24 23:46:00,2026-04-24,24,24,0,1
"4392","U03009",2026-04-16,"android","ad",1.08261605890286,-0.571466358867458,-1.32532174449344,7,61,0.999974748360598,0.54566981921377,1,1,"S004392",1,-18565,16,30,2026-04-16 16:30:00,2026-04-16,61,61,0,1
"4393","U03010",2026-04-10,"ios","organic",1.07147164623291,-0.384727909256455,2.45854161357685,19,45,0.999985764969961,0.293948972877271,1,2,"S004393",1,-18559,21,33,2026-04-10 21:33:00,2026-04-10,12,45,0,1
"4394","U03010",2026-04-10,"ios","organic",1.07147164623291,-0.384727909256455,2.45854161357685,19,45,0.999985764969961,0.293948972877271,1,2,"S004394",2,-18559,22,6,2026-04-10 22:06:00,2026-04-10,33,45,0,2
"4395","U03011",2026-04-06,"ios","organic",0.560005255796455,-1.2354200793381,1.54477906350282,9,48,0.99994484592703,0.997494457765919,1,1,"S004395",1,-18555,17,51,2026-04-06 17:51:00,2026-04-06,48,48,0,1
"4396","U03012",2026-04-22,"android","event",-1.90928448778717,-0.391313047148615,-0.453940293514935,0,12,0.996934466229566,0.850210895385902,1,2,"S004396",1,-18571,8,9,2026-04-22 08:09:00,2026-04-22,7,12,0,1
"4397","U03012",2026-04-22,"android","event",-1.90928448778717,-0.391313047148615,-0.453940293514935,0,12,0.996934466229566,0.850210895385902,1,2,"S004397",2,-18571,12,48,2026-04-22 12:48:00,2026-04-22,5,12,0,2
"4398","U03013",2026-03-28,"android","organic",0.274361636579835,-1.34240582993516,0.804501397839502,28,19,0.999972716985628,0.971007081070468,1,1,"S004398",1,-18546,11,38,2026-03-28 11:38:00,2026-03-28,19,19,0,1
"4399","U03014",2026-04-25,"ios","ad",1.15780998134513,-1.52153807073194,0.261093227907402,4,45,0.999974559567683,0.366231207503404,1,1,"S004399",1,-18574,16,29,2026-04-25 16:29:00,2026-04-25,45,45,0,1
"4400","U03015",2026-04-17,"android","organic",-1.2791049312742,2.53789706557207,-0.0177352974798126,7,12,0.999858585408193,0.754074073982268,1,1,"S004400",1,-18566,21,2,2026-04-17 21:02:00,2026-04-17,12,12,0,1
"4401","U03016",2026-04-03,"android","organic",0.70166570877248,0.617638136302388,0.39939710610691,30,39,0.999575942500951,0.441026579534621,1,1,"S004401",1,-18552,14,31,2026-04-03 14:31:00,2026-04-03,39,39,0,1
"4402","U03017",2026-04-09,"android","event",1.8306848097414,0.750679798151928,-0.495062854862664,26,27,0.999995721460233,0.999328251178141,1,1,"S004402",1,-18558,13,36,2026-04-09 13:36:00,2026-04-09,27,27,0,1
"4403","U03018",2026-04-18,"ios","referral",-1.99507357216251,1.39575808088338,0.621433557552865,3,17,0.999987353698233,0.986266543663929,1,1,"S004403",1,-18567,19,51,2026-04-18 19:51:00,2026-04-18,17,17,0,1
"4404","U03019",2026-04-23,"android","ad",0.354124675634912,0.376140480195376,-0.598094986479654,2,41,0.999985124584425,0.991166268372978,1,2,"S004405",2,-18572,10,57,2026-04-23 10:57:00,2026-04-23,29,41,0,1
"4405","U03019",2026-04-23,"android","ad",0.354124675634912,0.376140480195376,-0.598094986479654,2,41,0.999985124584425,0.991166268372978,1,2,"S004404",1,-18572,23,48,2026-04-23 23:48:00,2026-04-23,12,41,0,2
"4406","U03020",2026-04-04,"android","organic",-0.292584402843851,0.828992904931795,0.333744216743612,9,23,0.769027708770735,0.994271308826862,1,1,"S004406",1,-18553,21,0,2026-04-04 21:00:00,2026-04-04,23,23,0,1
"4407","U03021",2026-03-28,"android","ad",-2.15271412568132,0.278072299819532,0.552842173675435,11,5,0.994548515856708,0.893715438182546,1,1,"S004407",1,-18546,16,13,2026-03-28 16:13:00,2026-03-28,5,5,0,1
"4408","U03022",2026-04-12,"android","event",1.66002303762878,0.318385762567469,-0.62905193878945,18,49,0.973520296956399,0.983594751350588,1,1,"S004408",1,-18561,13,50,2026-04-12 13:50:00,2026-04-12,49,49,0,1
"4409","U03023",2026-04-21,"ios","organic",0.837546706278174,1.34908327435947,-0.574268489858123,7,40,0.857733385308003,0.623281877293853,1,1,"S004409",1,-18570,16,3,2026-04-21 16:03:00,2026-04-21,40,40,0,1
"4410","U03024",2026-04-08,"android","organic",-0.834089748937633,-0.829343358595755,1.4054770800086,8,13,0.994182479325451,0.985361303251331,1,3,"S004410",1,-18557,10,29,2026-04-08 10:29:00,2026-04-08,3,13,0,1
"4411","U03024",2026-04-08,"android","organic",-0.834089748937633,-0.829343358595755,1.4054770800086,8,13,0.994182479325451,0.985361303251331,1,3,"S004412",3,-18557,17,41,2026-04-08 17:41:00,2026-04-08,3,13,0,2
"4412","U03024",2026-04-08,"android","organic",-0.834089748937633,-0.829343358595755,1.4054770800086,8,13,0.994182479325451,0.985361303251331,1,3,"S004411",2,-18557,19,40,2026-04-08 19:40:00,2026-04-08,10,13,0,3
"4413","U03025",2026-04-18,"android","organic",1.222075686294,0.78086417624512,-1.52507660185578,8,36,0.967137499390592,0.560802872983334,1,1,"S004413",1,-18567,8,54,2026-04-18 08:54:00,2026-04-18,36,36,0,1
"4414","U03026",2026-04-14,"android","event",0.336956482316147,-0.560132099838327,1.29538541363973,12,33,0.983491430523985,0.920072637932647,1,2,"S004414",1,-18563,11,58,2026-04-14 11:58:00,2026-04-14,18,33,0,1
"4415","U03026",2026-04-14,"android","event",0.336956482316147,-0.560132099838327,1.29538541363973,12,33,0.983491430523985,0.920072637932647,1,2,"S004415",2,-18563,20,49,2026-04-14 20:49:00,2026-04-14,15,33,0,2
"4416","U03027",2026-04-13,"ios","event",-0.851291758392872,-0.0756435055893043,-0.0726679592192079,4,24,0.999907355634589,0.993450968487409,1,1,"S004416",1,-18562,22,30,2026-04-13 22:30:00,2026-04-13,24,24,0,1
"4417","U03028",2026-04-27,"ios","ad",2.6045143366227,-0.117415680703972,-1.50289305797946,8,45,0.999975438698826,0.999227987731352,1,1,"S004417",1,-18576,13,54,2026-04-27 13:54:00,2026-04-27,45,45,0,1
"4418","U03029",2026-04-22,"ios","ad",0.737555556281015,2.54465959077391,0.430780879143551,5,39,0.939506063822085,0.104231385451886,1,1,"S004418",1,-18571,21,27,2026-04-22 21:27:00,2026-04-22,39,39,0,1
"4419","U03030",2026-04-09,"android","organic",-0.63471966793304,1.03303278235766,0.315769552443008,4,13,0.999540888602164,0.982522103740429,1,1,"S004419",1,-18558,13,24,2026-04-09 13:24:00,2026-04-09,13,13,0,1
"4420","U03031",2026-04-16,"ios","event",0.0955226036658237,-0.890340129048019,0.996544504144981,5,30,0.999981567816933,0.110866113469173,1,1,"S004420",1,-18565,21,10,2026-04-16 21:10:00,2026-04-16,30,30,0,1
"4421","U03032",2026-04-11,"android","organic",-0.0455572688661026,-0.758408515320586,-1.34405773649793,10,44,0.999984242950861,0.999416273526992,1,1,"S004421",1,-18560,20,37,2026-04-11 20:37:00,2026-04-11,44,44,0,1
"4422","U03033",2026-04-01,"android","ad",1.76133908829124,0.33981567859608,1.43930380570092,29,43,0.967689357518333,0.994189839444694,1,1,"S004422",1,-18550,10,47,2026-04-01 10:47:00,2026-04-01,43,43,0,1
"4423","U03034",2026-04-07,"ios","organic",-0.786538482153388,0.782823062149415,0.00496599642436459,16,17,0.99999543455227,0.995424880096655,1,1,"S004423",1,-18556,16,33,2026-04-07 16:33:00,2026-04-07,17,17,0,1
"4424","U03035",2026-04-18,"android","organic",0.881658881090714,3.02047729146537,1.54429361307729,6,47,0.996170644857872,0.992517722039686,1,2,"S004425",2,-18567,8,34,2026-04-18 08:34:00,2026-04-18,33,47,0,1
"4425","U03035",2026-04-18,"android","organic",0.881658881090714,3.02047729146537,1.54429361307729,6,47,0.996170644857872,0.992517722039686,1,2,"S004424",1,-18567,20,25,2026-04-18 20:25:00,2026-04-18,14,47,0,2
"4426","U03036",2026-04-18,"android","organic",1.02298082878093,-0.937187367494973,-1.13485635588466,7,47,0.863859460882341,0.917630404142576,1,1,"S004426",1,-18567,15,20,2026-04-18 15:20:00,2026-04-18,47,47,0,1
